gene1,gene2,neighborhood,fusion,cooccurence,homology,coexpression,experimental,knowledge,textmining,combined_score,node1_stringid,node2_stringid,node1,node2
Foxp2,Wnt2,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.148,0.185,string:10090.ENSMUSP00000031545,string:10090.ENSMUSP00000010941,Foxp2,Wnt2
Mdfic,Kcnd2,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.144,0.183,string:10090.ENSMUSP00000075283,string:10090.ENSMUSP00000034184,Zic2,Irx5
Lsm8,Cav2,0.0,0.0,0.0,0.0,0.179,0.0,0.0,0.0,0.179,string:10090.ENSMUSP00000057238,string:10090.ENSMUSP00000000058,Naa38,Cav2
Tfec,Wnt2,0.0,0.0,0.0,0.0,0.134,0.0,0.0,0.088,0.176,string:10090.ENSMUSP00000031533,string:10090.ENSMUSP00000010941,Tfec,Wnt2
Met,Spam1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.175,string:10090.ENSMUSP00000091300,string:10090.ENSMUSP00000031693,Nat6,Spam1
Fam3c,Wnt16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.174,string:10090.ENSMUSP00000127709,string:10090.ENSMUSP00000031681,Fam3c,Wnt16
Asz1,Cav2,0.0,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.173,string:10090.ENSMUSP00000010940,string:10090.ENSMUSP00000000058,Asz1,Cav2
St7,Foxp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.169,string:10090.ENSMUSP00000057326,string:10090.ENSMUSP00000031545,St7,Foxp2
Wnt2,Cav2,0.0,0.0,0.0,0.0,0.168,0.0,0.0,0.0,0.167,string:10090.ENSMUSP00000010941,string:10090.ENSMUSP00000000058,Wnt2,Cav2
Spam1,Cav1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,string:10090.ENSMUSP00000031693,string:10090.ENSMUSP00000007799,Spam1,Cav1
Rnf148,Tspan12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.165,string:10090.ENSMUSP00000100592,string:10090.ENSMUSP00000031678,Rnf148,Tspan12
Rnf133,Tspan12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.161,string:10090.ENSMUSP00000066906,string:10090.ENSMUSP00000031678,Rnf133,Tspan12
Mdfic,Wnt16,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.122,0.161,string:10090.ENSMUSP00000075283,string:10090.ENSMUSP00000031681,Zic2,Wnt16
Aass,Ndufa4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.156,string:10090.ENSMUSP00000031707,string:10090.ENSMUSP00000031637,Aass,Ndufa4
Kcnd2,Fezf1,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.115,0.156,string:10090.ENSMUSP00000034184,string:10090.ENSMUSP00000031709,Irx5,Fezf1
Mdfic,Wnt2,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.114,0.153,string:10090.ENSMUSP00000075283,string:10090.ENSMUSP00000010941,Zic2,Wnt2
Cftr,Cav1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.151,string:10090.ENSMUSP00000023803,string:10090.ENSMUSP00000007799,Krt18,Cav1
Rnf133,Foxp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.151,string:10090.ENSMUSP00000066906,string:10090.ENSMUSP00000031545,Rnf133,Foxp2
